,product_id,name,category,price,image_url,image_path,product_url,attributes
0,5f050b38-f9d0-4227-86a2-d01af7215161,"Air Jordan 4 Retro ""Oxidized Green""",Men's Shoes,$215,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/32090ca9-d8ef-4943-aa41-4f23dc0777af/air-jordan-4-retro-oxidized-green-mens-shoes-PNtDJp.png",images/5f050b38-f9d0-4227-86a2-d01af7215161.jpg,https://www.nike.com/t/air-jordan-4-retro-oxidized-green-mens-shoes-PNtDJp/FQ8138-103,"**Item Type:**
- Athletic Sneaker

**Style:**
- The sneaker has a classic, high-top design, specifically resembling the Jordan 4 model.

**Color:**
- Primary color: White
- Accents: Dark green on various parts (e.g., midsole, wings, eyelets, lining and other overlays)
- Outsole: Combination of white and light gray
- Midsole: Contains a visible air unit with a white section.

**Material:**
- Upper: Primarily leather, with mesh sections on the sides.
- The mesh areas are white, aligning with the shoe's primary color.

**Design Features:**
- It features a visible air unit in the heel region of the sole for added cushioning.
- Signature netting on the shoe's side panels, common in Jordan 4 models.
- Lace locks and wings provide both style and support.
- The midsole has both white and dark green parts, giving it a contrasting yet cohesive look.
  
The shoe appears to be designed for both style and athletic performance, characteristic of the Jordan brand."
1,9d78fb91-c25b-43ed-8e94-4030adf2300a,Air Jordan 1 Retro High,Men's Shoes,$180,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c51b161d-0d5a-4879-b192-980e29e0605d/air-jordan-1-retro-high-mens-shoes-p7tjcc.png",images/9d78fb91-c25b-43ed-8e94-4030adf2300a.jpg,https://www.nike.com/launch/r/FQ2947-100,"The image shows a sneaker with the following details:

- **Item Type**: High-top sneaker
- **Style**: Nike Air Jordan 1
- **Color**: 
  - Upper: Predominantly light blue denim with white and dark blue accents
  - Swoosh: Dark blue/black
  - Lace: White
  - Sole: White midsole with a brown gum rubber outsole

- **Materials and Visual Texture**: 
  - Upper material appears to be a combination of denim and a white leather or synthetic material.
  - The inner lining around the ankle is dark blue, likely a contrast fabric.
- **Branding**: 
  - Nike Swoosh logo in dark blue
  - The Jordan Wings logo on the ankle area in white
  - A tag at the top of the tongue (details are not clearly visible from the image but typically has branding elements)
  
- **Special Features**: 
  - The sneaker demonstrates a classic high-top construction with a traditional lace system.
  - The color scheme gives it a vintage and trendy look, particularly with the use of denim.
  
The overall aesthetic combines casual denim styling with the iconic Air Jordan 1 silhouette, making it a fashionable and collectible item for sneaker"
2,20371d6f-b258-4ae4-87fb-b75a9e0deba3,Jordan Spizike Low,Men's Shoes,$160,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a5cb8cc0-adff-444e-a945-8ab9107b690b/jordan-spizike-low-mens-shoes-LDT8cp.png",images/20371d6f-b258-4ae4-87fb-b75a9e0deba3.jpg,https://www.nike.com/t/jordan-spizike-low-mens-shoes-LDT8cp/FQ1759-001,"The image shows a single sneaker, specifically the left shoe. Here are the details:

- **Color**: The shoe is predominantly black. The entire sneaker, including the upper, midsole, outsole, laces, and detailing, is black.
- **Style**: This is a high-top sneaker with a classic and sporty design.
- **Item Type**: It is an athletic sneaker, likely designed for casual wear or sports activities.
- **Visual Attributes**:
  - The upper material appears to be a combination of suede and synthetic materials.
  - It has a mesh panel on the sides, offering breathability.
  - The shoe features a lacing system with plastic eyelets.
  - There is an air unit visible in the midsole, indicative of comfort and cushioning (commonly found in Air Jordan models).
  - The tongue has branding or design elements, although they are in the same black color and not easily distinguishable.

Overall, the shoe presents a sleek, all-black appearance with detailed craftsmanship, typical of high-end athletic footwear."
3,0a21e00f-4994-4b83-be61-c39afe12ae06,"Air Jordan 6 Retro ""White/Black""",Men's Shoes,$200,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/706d5be6-69d5-450c-b257-0463e5e50b83/air-jordan-6-retro-white-black-mens-shoes-Wk71GJ.png",images/0a21e00f-4994-4b83-be61-c39afe12ae06.jpg,https://www.nike.com/t/air-jordan-6-retro-white-black-mens-shoes-Wk71GJ/CT8529-112,"This image shows a sneaker that includes the following details:

- **Color**: The sneaker is primarily white with black and speckled detailing. The sole has a black section with white speckles and a translucent blue segment towards the front.
- **Style**: It is a high-top sneaker, which provides additional ankle support.
- **Item Type**: This is an athletic shoe, likely designed for basketball based on its structure.
- **Other Visual Attributes**:
  - The sneaker features perforations on the side panels and the ankle area, likely for ventilation.
  - There is a visible air unit in the midsole for cushioning.
  - The tongue is black and has a pull tab, common in many athletic shoe designs for easy wear.
  - The back of the shoe also has a pull tab.
  - The laces are white, matching the overall primary color of the shoe. 

These features suggest that the sneaker is designed to combine style with performance."
4,b6a4a160-469a-422c-a934-574097b9cdc1,"Tatum 2 ""Denim""",Basketball Shoes,$125,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/52c5bc2a-db32-4e59-9465-ec8b37a94adc/tatum-2-denim-basketball-shoes-8XGVH8.png",images/b6a4a160-469a-422c-a934-574097b9cdc1.jpg,https://www.nike.com/t/tatum-2-denim-basketball-shoes-8XGVH8/HJ4420-400,"Certainly! Here are the details extracted from the image:

- **Item Type:** A low-top sneaker
- **Brand:** Jordan (indicated by the Jumpman logo on the shoe)
- **Primary Colors:** 
  - Upper: A tie-dye pattern primarily composed of blue shades
  - Accents: Navy blue overlays
  - Midsole: Light blue
  - Outsole: Light blue with mint green and pink sections
- **Design Elements:** 
  - The upper features a tie-dye pattern.
  - There are navy blue overlays along the side.
  - The midsole is light blue, with sections of mint green and pink on the outsole for contrast.
  - Laces are white.
  - The tongue and collar are padded for comfort.
  - The design includes a mix of smooth and textured surfaces.
- **Logo:** The Jumpman logo on the outsole is pink.
  
The sneaker has a very stylish and contemporary look, combining vibrant colors and patterns with performance-oriented features."
5,2584471c-f6dd-4574-bf9b-de6e4a9bcf46,Air Jordan XXXVIII Low,Basketball Shoes,$175,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4e12bc89-e14d-4ac9-a067-c424a7266b06/air-jordan-xxxviii-low-basketball-shoes-f7GQhK.png",images/2584471c-f6dd-4574-bf9b-de6e4a9bcf46.jpg,https://www.nike.com/t/air-jordan-xxxviii-low-basketball-shoes-f7GQhK/FD2326-107,"This image depicts a sneaker with the following visual attributes:

- **Color**: Predominantly white with black accents.
   - The laces are black.
   - The inner lining and parts of the sole are black.
   - There are gold specks visible in the midsole area.
- **Style**: Athletic, likely designed for sports or casual wear.
   - The sneaker has a low-top design.
   - It features a modern, intricate design with various textures and patterns.
- **Item Type**: Sneaker (athletic shoe).
- **Other Visual Attributes**:
   - The upper portion of the sneaker combines smooth, perforated, and patterned materials.
   - The midsole incorporates a translucent section with gold specks and a pattern that appears marbled or cracked near the sole.
   - The heel area shows a subtle textured pattern.
   - The toe cap area and some parts of the upper also have a mesh-like appearance.

Overall, this sneaker combines a sleek design with modern, sporty aesthetics, suitable for both athletic activities and casual wear."
6,0caf5b07-3e31-400c-8709-1c670a0d43f9,Air Jordan 1 Low,Men's Shoes,$115,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e5b59e17-f478-498a-84ac-765ca94d5a49/air-jordan-1-low-mens-shoes-0LXhbn.png",images/0caf5b07-3e31-400c-8709-1c670a0d43f9.jpg,https://www.nike.com/t/air-jordan-1-low-mens-shoes-0LXhbn/553558-172,"This image shows a sneaker with the following details:

- **Item Type:** Sneaker
- **Brand:** Nike (evident from the recognizable swoosh logo on the side)
- **Model:** Likely an Air Jordan model, suggested by the Wing logo on the heel.
- **Color Scheme:**
  - **Upper:** Black and white.
  - **Nike Swoosh:** Gold.
  - **Laces:** Black.
- **Style:** Low-top design.
- **Visual Attributes:**
  - The toe box, eyelets, and front side panels are primarily white, while the central section is black.
  - The heel area also incorporates white with a gold accent on the wing logo.
  - The midsole is white, and the outsole is black.
  - The sneaker has perforations on the toe box for ventilation.
  
This color combination, along with the materials used (likely leather), gives the sneaker a classic and stylish appearance."
7,3239c5be-67ca-4927-8b89-676b250b7228,"Air Jordan 1 Low OG ""Black/Gorge Green""",Women's Shoes,$140,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b0df1804-be60-46e0-ac96-2abb4535aa9e/air-jordan-1-low-og-black-gorge-green-womens-shoes-cdgt2t.png",images/3239c5be-67ca-4927-8b89-676b250b7228.jpg,https://www.nike.com/t/air-jordan-1-low-og-black-gorge-green-womens-shoes-cdgt2t/CZ0775-036,"Certainly! Here are the details for the item in the image:

- **Type**: Sneaker
- **Brand**: Likely Nike, given the recognizable swoosh logo.
- **Style**: Low-top
- **Primary Colors**: 
  - Upper: Black with green overlays and a green swoosh
  - Laces: Dark red
  - Inner lining: Red
  - Midsole: Off-white
  - Outsole: Red

Other Visual Attributes:
- The sneaker features a perforated toebox, typically for breathability.
- The material appears to be leather.
- The color combination and design suggest a stylish and bold look, potentially part of a special edition or collaboration.

These sneakers have a sleek and modern aesthetic, ideal for casual wear."
8,e732201b-43f2-4c3e-a739-730d6aefe582,"Air Jordan 1 Low OG ""Silver""",Shoes,$140,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f412fa9d-a242-4925-8d88-712b4664c1e2/air-jordan-1-low-og-silver-shoes-v0FbJt.png",images/e732201b-43f2-4c3e-a739-730d6aefe582.jpg,https://www.nike.com/t/air-jordan-1-low-og-silver-shoes-v0FbJt/CZ0790-002,"The image shows a sneaker with the following details:

- **Brand**: The sneaker features a Nike swoosh logo.
- **Color**: It primarily has a metallic silver and white color scheme.
- **Style**: This sneaker is a low-top design.
- **Material**: The upper appears to be made of leather or a synthetic material with a matte and metallic finish.
- **Sole**: The sole is white with a classic flat tread pattern.
- **Laces**: It has matching silver/grey laces.

Additional visual attributes:
- The design includes perforations on the toe box for ventilation.
- It features a sleek, streamlined silhouette typical of lifestyle sneakers."
9,e6eb3173-b2d0-48f9-8c7b-e794bca57fa7,Air Jordan 1 Low SE,Men's Shoes,$125,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c425aecd-4c2f-4bd6-8bce-c64ad90d0880/air-jordan-1-low-se-mens-shoes-r4hJb1.png",images/e6eb3173-b2d0-48f9-8c7b-e794bca57fa7.jpg,https://www.nike.com/t/air-jordan-1-low-se-mens-shoes-r4hJb1/HM3711-144,"The image features a sneaker with the following details:

**Item Type:** 
- Low-top sneaker

**Style:** 
- Athletic/casual footwear

**Colors:**
- Base color: White (appears on the midfoot panel, toebox, and heel)
- Accent color: Light blue (appears on the overlay around the toebox, lace eyelets, and heel collar)
- Swoosh: Dark grey/black
- Laces: Cream/off-white
- Outsole: Dark blue/black
- Midsole: Off-white/cream

**Other Visual Attributes:**
- Perforations on the toebox for ventilation
- A Nike Swoosh logo on the side
- Embroidered logo on the heel in red
- Padded collar for extra comfort
- The shoe appears to have a retro or classic design."
